date,ticker,adj_close,adj_high,adj_low
10/11/2013,A,35.49181564,35.63665204,34.94005791
10/14/2013,A,35.42284592,35.47112472,34.83660334
10/15/2013,A,35.09179128,35.3055974,34.89867608
10/16/2013,A,35.56078535,35.85735513,35.13317311
10/17/2013,A,36.31255525,36.34704011,35.26421557
10/18/2013,A,36.54705228,36.71947657,36.29876131
10/21/2013,A,35.85735513,36.65050686,35.79528238
10/22/2013,A,35.18834889,36.00219153,35.0642034
10/23/2013,A,34.93316094,35.09179128,34.69176693
10/24/2013,A,35.2573186,35.32628832,34.94695488
10/25/2013,A,35.77459147,35.80217936,35.23662769
10/28/2013,A,35.51250655,35.85045816,35.2573186
10/29/2013,A,35.65734295,35.79528238,35.33318529
10/30/2013,A,35.27800952,35.74010661,35.07799734
10/31/2013,A,35.00902763,35.40215501,34.79522151
11/1/2013,A,35.24352466,35.57457929,35.0642034
11/4/2013,A,35.31939135,35.49181564,35.14007009
11/5/2013,A,35.31939135,35.42284592,35.07385916
11/6/2013,A,35.20214283,35.39525803,35.03661551
11/7/2013,A,34.51934265,35.30904589,34.37450624
11/8/2013,A,35.02282157,35.13317311,34.49175476
11/11/2013,A,35.38146409,35.45733078,34.84212091
11/12/2013,A,35.31249437,35.45043381,35.00902763
11/13/2013,A,35.31249437,35.38146409,34.94005791
11/14/2013,A,34.85729425,35.31249437,34.73314876
11/15/2013,A,37.88506477,38.44371946,37.02997823
11/18/2013,A,37.27813127,37.91954962,37.01604635
11/19/2013,A,37.11950092,37.37468887,36.93328269
11/20/2013,A,36.91948875,37.41951919,36.87465843
11/21/2013,A,37.31261613,37.62297985,37.03673726
11/22/2013,A,37.14019184,37.47807447,37.07122212
11/25/2013,A,36.62981594,37.33330704,36.5677432
11/26/2013,A,37.00225241,37.19536761,36.7125796
11/27/2013,A,37.11260395,37.24364641,36.99535543
11/29/2013,A,36.94707663,37.2229555,36.87120995
12/2/2013,A,36.69878566,37.01604635,36.62981594
12/3/2013,A,36.50567045,36.67119777,36.25048251
12/4/2013,A,36.95397361,37.12639789,36.36083405
12/5/2013,A,36.89879783,37.10570698,36.63326443
12/6/2013,A,37.81609505,37.88506477,37.07811909
12/9/2013,A,37.9747254,38.22991334,37.75402231
12/10/2013,A,38.1678406,38.25060426,37.67815562
12/11/2013,A,37.82299202,38.4092346,37.71264048
12/12/2013,A,38.11266483,38.29198609,37.45055556
12/13/2013,A,38.04369511,38.55407101,37.86437385
12/16/2013,A,38.09887088,38.47820432,37.98162237
12/17/2013,A,38.87822867,39.51275005,38.49199826
12/18/2013,A,39.92656835,39.9610532,38.87822867
12/19/2013,A,39.5748228,39.88518652,39.36101668
12/20/2013,A,39.28514999,39.77483497,39.25066513
12/23/2013,A,39.68517434,39.76448952,39.39550154
12/24/2013,A,39.47136822,39.73345314,39.42998639
12/26/2013,A,39.62999857,39.80242286,39.4782652
12/27/2013,A,39.52102642,39.69384882,39.48646194
12/30/2013,A,39.62471986,39.7215004,39.34820402
12/31/2013,A,39.53485221,39.78371647,39.45881036
1/2/2014,A,38.8573884,39.47263615,38.81591103
1/3/2014,A,39.34820402,39.6420021,38.89195288
1/6/2014,A,39.15464293,39.88740991,39.09933976
1/7/2014,A,39.71458751,39.83901964,39.35511692
1/8/2014,A,40.36439973,40.46809317,39.52102642
1/9/2014,A,40.37822552,40.56487371,40.00492914
1/10/2014,A,40.73769611,40.79299928,40.19157733
1/13/2014,A,40.73769611,40.85521535,40.50957055
1/14/2014,A,41.39442123,41.44281151,40.79991218
1/15/2014,A,41.71241445,41.72969669,41.1904908
1/16/2014,A,41.82302079,41.82302079,41.50502757
1/17/2014,A,41.9681916,42.05114635,41.70550155
1/21/2014,A,42.06497215,42.08571083,41.38059544
1/22/2014,A,42.12027531,42.3207493,41.9681916
1/23/2014,A,41.1109925,41.82993368,41.06605867
1/24/2014,A,40.00492914,41.1040796,39.8943228
1/27/2014,A,40.30218367,40.35057394,39.3896814
1/28/2014,A,40.16392575,40.70313163,40.03258072
1/29/2014,A,39.85284543,40.24508315,39.68693592
1/30/2014,A,41.13864408,41.55341784,40.38513842
1/31/2014,A,40.19849023,40.88977983,40.12936127
2/3/2014,A,38.81591103,40.42661579,38.76406431
2/4/2014,A,39.96345176,40.01184204,38.77443365
2/5/2014,A,39.70076172,39.88740991,39.3758556
2/6/2014,A,40.29527077,40.33674815,39.7215004
2/7/2014,A,41.07642802,41.10753605,40.18466443
2/10/2014,A,40.79299928,41.09025381,40.29527077
2/11/2014,A,41.29072779,41.47737599,40.70313163
2/12/2014,A,41.40133413,41.7953692,41.24925042
2/13/2014,A,41.53267915,41.74006603,41.04186354
2/14/2014,A,38.19375039,39.93580018,37.93106034
2/18/2014,A,38.12462143,38.73986917,37.9932764
2/19/2014,A,38.67074021,39.16155583,37.95179903
2/20/2014,A,39.60398117,39.77334712,38.74332562
2/21/2014,A,38.94725605,39.68002303,38.93343026
2/24/2014,A,39.23068479,39.3896814,38.98873343
2/25/2014,A,39.32746533,39.79754226,39.23068479
2/26/2014,A,39.47263615,39.83210674,39.23068479
2/27/2014,A,38.96108184,39.59706828,38.84356261
2/28/2014,A,39.35511692,39.47954904,38.98873343
3/3/2014,A,39.2030332,39.48646194,38.56359032
3/4/2014,A,39.94271308,40.09479679,39.3896814
3/5/2014,A,39.95653887,40.09479679,39.78717292
3/6/2014,A,40.62708978,41.00729906,40.19157733
3/7/2014,A,40.38513842,40.92434431,39.76297778
3/10/2014,A,40.19849023,40.32983525,39.81828095
3/11/2014,A,39.30672664,40.30218367,39.05786239
3/12/2014,A,39.44498456,39.45881036,38.71913048
3/13/2014,A,38.60852415,39.68002303,38.55322098
3/14/2014,A,38.32509541,38.6983918,38.1799246
3/17/2014,A,38.57395967,38.99564632,38.352747
3/18/2014,A,39.25833637,39.27216216,38.60161125
3/19/2014,A,39.14773004,39.50720063,38.83664972
3/20/2014,A,39.19612031,39.35511692,38.82282392
3/21/2014,A,38.77443365,39.94271308,38.684566
3/24/2014,A,38.20066328,38.8712142,37.78588952
3/25/2014,A,38.13153432,38.8573884,38.0071022
3/26/2014,A,38.13844722,38.70530469,38.13153432
3/27/2014,A,37.80662821,38.43570175,37.4817221
3/28/2014,A,37.80662821,38.19375039,37.61998002
3/31/2014,A,38.65691442,38.74678207,37.72367346
4/1/2014,A,38.96108184,39.14081714,38.5981548
4/2/2014,A,39.17538162,39.19612031,38.85047551
4/3/2014,A,39.12699135,39.50028773,38.89886578
4/4/2014,A,38.41496306,39.56941669,38.40113727
4/7/2014,A,37.57158975,38.47717912,37.28816101
4/8/2014,A,37.78588952,38.02092799,37.20520626
4/9/2014,A,38.50621329,38.53393055,37.67815993
4/10/2014,A,37.45295714,38.55263971,37.34901739
4/11/2014,A,36.56600459,37.45295714,36.48285279
4/14/2014,A,36.48285279,36.89791886,36.24552369
4/15/2014,A,36.80160136,36.97483428,36.00472993
4/16/2014,A,37.19657242,37.25893627,36.8986118
4/17/2014,A,37.86871614,38.03501975,37.1480672
4/21/2014,A,37.89643341,37.9726559,37.64697801
4/22/2014,A,38.09045428,38.52700124,37.78556434
4/23/2014,A,38.11817155,38.24982857,37.81397454
4/24/2014,A,38.3052631,38.4715667,37.80635229
4/25/2014,A,37.68855391,38.28447515,37.46681577
4/28/2014,A,37.231219,38.06273701,36.62836844
4/29/2014,A,36.93325838,37.1064913,36.01165925
4/30/2014,A,37.44602782,37.46681577,36.73923751
5/1/2014,A,37.74398844,38.02116111,37.18271378
5/2/2014,A,37.79249366,38.10431291,37.4806744
5/5/2014,A,38.33990968,38.35030366,37.34070221
5/6/2014,A,38.11817155,38.42306149,37.73705913
5/7/2014,A,38.13203018,38.20132335,37.60540211
5/8/2014,A,38.31912173,38.90118434,37.89643341
5/9/2014,A,38.38148558,38.54778919,37.97958521
5/12/2014,A,39.0882759,39.23379155,38.43692012
5/13/2014,A,39.3793072,39.48324695,39.08134658
5/14/2014,A,38.70023416,39.35158993,38.5962944
5/15/2014,A,37.75784708,38.90811366,37.24507763
5/16/2014,A,38.13203018,38.20132335,37.36287602
5/19/2014,A,38.09045428,38.26784479,37.90336273
5/20/2014,A,37.63311937,38.08352496,37.56313327
5/21/2014,A,38.10431291,38.20825267,37.72320049
5/22/2014,A,38.48542534,38.60322372,38.03501975
5/23/2014,A,38.92890161,38.95661888,38.23250527
5/27/2014,A,38.99819478,39.15063975,38.82496186
5/28/2014,A,39.57332807,39.65647987,39.01898273
5/29/2014,A,39.46938832,39.76041962,39.24765018
5/30/2014,A,39.45552968,39.57332807,38.97047751
6/2/2014,A,39.4208831,39.49017627,39.01205341
6/3/2014,A,39.64955055,39.83664211,39.27536745
6/4/2014,A,39.80892484,39.82971279,39.46938832
6/5/2014,A,40.60579627,40.70973602,39.78120757
6/6/2014,A,40.88989826,41.07698981,40.44642198
6/9/2014,A,41.07698981,41.28486931,40.67508944
6/10/2014,A,40.80674645,41.05620186,40.59193763
6/11/2014,A,40.82060509,40.97305006,40.40484608
6/12/2014,A,40.46720993,40.88296894,40.3286236
6/13/2014,A,40.5365031,40.79288782,40.31476496
6/16/2014,A,40.4117754,40.7859585,40.29397701
6/17/2014,A,40.79288782,41.02155527,40.32176357
6/18/2014,A,41.07006049,41.10470708,40.55729105
6/19/2014,A,40.6196549,41.25715204,40.29397701
6/20/2014,A,40.72359465,40.92108018,40.07916819
6/23/2014,A,40.26625975,40.7859585,40.16924931
6/24/2014,A,39.94751117,40.52957378,39.89900596
6/25/2014,A,40.16924931,40.25933043,39.78120757
6/26/2014,A,40.06530956,40.23161316,39.77427826
6/27/2014,A,39.9350384,40.37953275,39.70931862
6/30/2014,A,39.89336706,40.11561423,39.71279123
7/1/2014,A,40.45593021,40.58788947,39.85169572
7/2/2014,A,40.31702573,40.69206783,40.12950468
7/3/2014,A,40.60177992,40.65734171,40.29688458
7/7/2014,A,40.3656423,40.45593021,40.17812125
7/8/2014,A,39.69195556,40.23021043,39.53221541
7/9/2014,A,39.51832496,39.64333899,39.25440645
7/10/2014,A,39.23357077,39.33080391,38.90020002
7/11/2014,A,39.30996824,39.40720138,38.99743316
7/14/2014,A,39.46276317,39.63639377,39.32212238
7/15/2014,A,39.35163958,39.50443451,38.99743316
7/16/2014,A,39.5599963,39.65722944,39.46970839
7/17/2014,A,38.30291075,39.240516,38.29249291
7/18/2014,A,38.99743316,39.0668854,38.40014388
7/21/2014,A,39.3863657,39.54957847,38.74740509
7/22/2014,A,40.08783333,40.40036842,39.55305108
7/23/2014,A,39.91420273,40.49760155,39.89683967
7/24/2014,A,39.47665362,40.10172378,39.3863657
7/25/2014,A,39.26135167,39.40372876,39.13633764
7/28/2014,A,39.09466629,39.26135167,38.81685733
7/29/2014,A,38.91409047,39.14328286,38.80643949
7/30/2014,A,39.43498227,39.45234533,38.90714524
7/31/2014,A,38.95576181,39.29607779,38.77518598
8/1/2014,A,39.07383062,39.17106376,38.60850061
8/4/2014,A,39.07383062,39.17106376,38.60850061
8/5/2014,A,38.36541776,38.96965226,38.26818463
8/6/2014,A,38.60850061,38.69878852,38.12928015
8/7/2014,A,38.23345851,38.89325479,38.18484194
8/8/2014,A,38.36541776,38.42097956,38.10149925
8/11/2014,A,38.33763687,38.65017195,38.24040373
8/12/2014,A,37.7403476,38.24734896,37.7125667
8/13/2014,A,38.04593746,38.17789671,37.63547471
8/14/2014,A,38.62933628,38.6362815,37.81674506
8/15/2014,A,39.9906002,41.01849336,39.83086004
8/18/2014,A,40.64345126,40.7129035,39.83086004
8/19/2014,A,40.67123216,40.80319141,40.39342319
8/20/2014,A,40.511492,40.56705379,40.24062826
8/21/2014,A,40.27535438,40.61567036,40.26146394
8/22/2014,A,40.03227154,40.3100805,39.92114796
8/25/2014,A,40.10172378,40.38647797,39.9906002
8/26/2014,A,40.17812125,40.21284737,39.9612219
8/27/2014,A,39.85169572,40.28229961,39.7891887
8/28/2014,A,39.69195556,39.95587408,39.57388675
8/29/2014,A,39.69890079,39.9350384,39.64333899
9/2/2014,A,40.33091618,40.35175185,39.74751735
9/3/2014,A,40.32397095,40.60177992,40.19895692
9/4/2014,A,40.06699766,40.62261559,40.00449065
9/5/2014,A,40.22673782,40.31702573,39.79613392
9/8/2014,A,40.03921677,40.25451871,39.93156579
9/9/2014,A,39.90031228,40.14339513,39.90031228
9/10/2014,A,40.06699766,40.1642308,39.70931862
9/11/2014,A,39.99754542,40.08783333,39.87253139
9/12/2014,A,40.69901305,40.71984872,40.01143587
9/15/2014,A,40.22673782,40.62956081,40.10172378
9/16/2014,A,40.21979259,40.35869707,39.84475049
9/17/2014,A,40.90042455,40.96987679,40.22673782
9/18/2014,A,40.56010857,41.25463098,40.49760155
9/19/2014,A,40.45593021,40.96293157,40.35175185
9/22/2014,A,39.96976452,40.41425887,39.77529825
9/23/2014,A,39.57388675,39.92114796,39.52527018
9/24/2014,A,40.25451871,40.3100805,39.43498227
9/25/2014,A,39.51137974,40.27535438,39.51137974
9/26/2014,A,39.33219296,39.63849676,39.0328506
9/29/2014,A,39.78468721,39.80487542,38.92842885
9/30/2014,A,39.66634256,39.95872346,39.55495936
10/1/2014,A,39.12334945,39.63153531,39.10942655
10/2/2014,A,38.8657758,39.15119525,38.4898575
10/3/2014,A,39.61761241,39.68722691,39.09550365
10/6/2014,A,39.38092311,39.79164866,39.2834628
10/7/2014,A,38.28797544,39.2138483,38.28797544
10/8/2014,A,39.30434715,39.34611586,38.14874644
10/9/2014,A,38.30885979,39.17904105,38.30885979
10/10/2014,A,37.34121823,38.30189834,37.18806633
10/13/2014,A,36.74949498,37.75194379,36.70772627
10/14/2014,A,36.05334997,37.16718198,36.03942707
10/15/2014,A,36.05334997,36.11600302,34.6680214
10/16/2014,A,35.99765837,36.28307782,35.19013016
10/17/2014,A,36.38749957,37.18110488,36.21346332
10/20/2014,A,36.44319117,36.46407552,35.40593511
10/21/2014,A,37.59183044,37.61271479,36.79822513
10/22/2014,A,36.93049268,37.49437013,36.88872398
10/23/2014,A,37.38994838,37.73802089,37.30641098
10/24/2014,A,37.62663769,37.66840639,37.25071938
10/27/2014,A,37.58486899,37.66840639,37.31337243
10/28/2014,A,38.05128614,38.05824759,37.50829303
10/29/2014,A,37.93990294,38.06520904,37.68232929
10/30/2014,A,37.81459684,37.85636554,37.41779418
10/31/2014,A,38.48289605,38.5733949,38.18355369
11/3/2014,A,39.33606973,39.72133976,38.03578339
11/4/2014,A,38.70037419,39.32643798,38.37289467
11/5/2014,A,38.65221544,39.17232997,38.50773918
11/6/2014,A,39.84655252,39.88026365,38.77742819
11/7/2014,A,39.42275549,39.95250178,39.35533323
11/10/2014,A,40.00066053,40.01992403,39.37459674
11/11/2014,A,40.12587329,40.55930207,39.81765727
11/12/2014,A,39.92360652,40.01029228,39.50944124
11/13/2014,A,39.92360652,40.20292729,39.74060326
11/14/2014,A,40.03918753,40.11624154,39.76949851
11/17/2014,A,39.72133976,40.16440029,39.69244451
11/18/2014,A,39.29754273,39.64428575,38.57516143
11/19/2014,A,39.29754273,39.80802552,39.20122522
11/20/2014,A,39.74060326,39.9014535,39.06638071
11/21/2014,A,40.69414658,40.81935934,40.16440029
11/24/2014,A,40.69414658,40.93494034,40.44372106
11/25/2014,A,41.13720711,41.29131512,40.75193708
11/26/2014,A,41.16610236,41.28649924,40.9638356
11/28/2014,A,41.16610236,41.40208025,41.0216261
12/1/2014,A,40.05845103,41.15647061,40.04881928
12/2/2014,A,40.43408931,40.54967032,40.01992403
12/3/2014,A,40.67488308,40.80972759,40.2799813
12/4/2014,A,40.71341008,41.10831186,40.47261631
12/5/2014,A,40.74230533,40.92530859,40.53040682
12/8/2014,A,39.98139703,40.94457209,39.8898954
12/9/2014,A,39.87544777,39.90434302,39.47091424
12/10/2014,A,38.8544822,39.83692077,38.82558695
12/11/2014,A,39.12417122,39.66354926,38.99895846
12/12/2014,A,38.25731366,39.12417122,38.24768191
12/15/2014,A,37.25561159,38.69074244,37.22671634
12/16/2014,A,37.05334482,38.02615164,36.69697005
12/17/2014,A,38.29584066,38.51737093,36.6873383
12/18/2014,A,39.20122522,39.29754273,38.63295193
12/19/2014,A,39.85618427,39.90434302,39.35533323
12/22/2014,A,40.3377718,40.3377718,39.85618427
12/23/2014,A,39.84655252,40.46298456,39.83692077
12/24/2014,A,39.6153905,39.99584465,39.45165074
12/26/2014,A,39.85618427,40.03918753,39.76949851
12/29/2014,A,39.80802552,40.03918753,39.79068836
12/30/2014,A,39.84655252,40.05845103,39.62502225
12/31/2014,A,39.43238724,40.25108605,39.39386024
1/2/2015,A,39.16269822,39.88686054,38.97924377
1/5/2015,A,38.4288804,39.06614324,38.33232543
1/6/2015,A,37.83023955,38.64130135,37.67575159
1/7/2015,A,38.33232543,38.4385359,37.93645003
1/8/2015,A,39.48132964,39.56822912,38.79578931
1/9/2015,A,39.19166471,39.58754011,38.90199979
1/12/2015,A,38.72820083,39.31718618,38.57371287
1/13/2015,A,38.18749296,39.29787519,37.97507202
1/14/2015,A,37.71437358,37.75299557,36.89365629
1/15/2015,A,36.70054634,38.0503849,36.68123534
1/16/2015,A,36.93227828,37.13504373,36.4591589
1/20/2015,A,36.62330235,37.32815368,36.4591589
1/21/2015,A,36.8453788,37.08676624,36.38191492
1/22/2015,A,38.28404794,38.48681339,36.80675681
1/23/2015,A,37.47298614,38.23577045,37.42470865
1/26/2015,A,37.80127306,37.82058406,37.14469922
1/27/2015,A,37.41505316,37.89782804,37.2509097
1/28/2015,A,36.69089084,37.70471808,36.65226885
1/29/2015,A,37.13504373,37.14469922,36.39157041
1/30/2015,A,36.46881439,36.99986676,36.41088141
2/2/2015,A,37.35712017,37.42470865,36.41088141
2/3/2015,A,38.25508145,38.26473694,37.57919662
2/4/2015,A,37.76265107,38.10059349,37.48264164
2/5/2015,A,38.16818197,38.4481914,37.86886154
2/6/2015,A,37.98472751,38.4385359,37.87368929
2/9/2015,A,37.69506259,38.07162699,37.60816311
2/10/2015,A,38.30335894,38.39025841,37.44401965
2/11/2015,A,37.97507202,38.4385359,37.88102747
2/12/2015,A,38.64130135,38.67992334,38.16818197
2/13/2015,A,38.76682282,38.92131078,38.53509088
2/17/2015,A,39.12407623,39.13373173,38.39025841
2/18/2015,A,40.10893698,40.74619983,39.50064064
2/19/2015,A,39.73237258,40.13790348,39.6261621
2/20/2015,A,40.50481239,40.65930035,39.47167414
2/23/2015,A,40.29239144,40.51446788,40.0606595
2/24/2015,A,40.61102286,40.6544726,40.16686997
2/25/2015,A,40.74619983,41.02620926,40.63998935
2/26/2015,A,40.90068779,40.91999878,40.55308987
2/27/2015,A,40.75585532,40.90068779,40.59653961
3/2/2015,A,41.2289747,41.2675967,40.88137679
3/3/2015,A,40.80413281,41.10345324,40.68826684
3/4/2015,A,40.55308987,40.70757783,40.29239144
3/5/2015,A,40.76551082,40.78482182,40.39860191
3/6/2015,A,40.09928149,40.60136736,40.0606595
3/9/2015,A,40.30204694,40.4468794,40.00755426
3/10/2015,A,39.2302867,39.84823855,39.2302867
3/11/2015,A,39.44270765,39.70823383,39.26890869
3/12/2015,A,39.68409509,39.81927206,39.55857362
3/13/2015,A,39.46201865,40.02802391,39.11924848
3/16/2015,A,40.36963542,40.38894641,39.69375059
3/17/2015,A,40.14755897,40.25376945,39.6454731
3/18/2015,A,40.66895584,40.91999878,39.75168357
3/19/2015,A,40.75585532,40.79447731,40.37929092
3/20/2015,A,40.75585532,41.06483125,40.74619983
3/23/2015,A,40.74619983,40.97793177,40.55308987
3/24/2015,A,39.67443959,40.67861134,39.59719561
3/25/2015,A,39.40408566,40.2585972,39.38477467
3/26/2015,A,39.29787519,39.55857362,38.97953343
3/27/2015,A,39.79030556,39.85805846,39.27731938
3/30/2015,A,40.38072362,40.51622941,39.99356424
3/31/2015,A,40.21618088,40.43879753,39.78256238
4/1/2015,A,40.06131713,40.18714393,39.41282517
4/2/2015,A,40.70013011,40.77756199,40.00324322
4/6/2015,A,40.5839823,40.84531488,40.17746495
4/7/2015,A,41.07761051,41.15504239,40.52590839
4/8/2015,A,40.90338879,41.22279528,40.67593265
4/9/2015,A,41.12600543,41.22279528,40.71948808
4/10/2015,A,42.1519778,42.16165678,41.20343731
4/13/2015,A,41.65834959,42.19069374,41.60995466
4/14/2015,A,41.68738654,41.81321334,41.2131163
4/15/2015,A,41.98743506,42.16165678,41.79385537
4/16/2015,A,41.74546045,41.96807709,41.67770755
4/17/2015,A,41.60027568,41.66802857,41.23247426
4/20/2015,A,41.80353435,42.04550897,41.76481842
4/21/2015,A,41.51316482,42.10358288,41.49380685
4/22/2015,A,41.3389431,41.46476989,41.00985762
4/23/2015,A,41.25183223,41.48412786,40.88403082
4/24/2015,A,41.12600543,41.43573294,41.05825254
4/27/2015,A,40.63237722,41.397017,40.61785874
4/28/2015,A,40.82595691,40.95178371,40.23553885
4/29/2015,A,40.61301925,40.84531488,40.10971205
4/30/2015,A,40.04195916,40.59366128,39.79030556
5/1/2015,A,40.48719245,40.5839823,39.91613236
5/4/2015,A,40.59366128,40.72916707,40.36136565
5/5/2015,A,40.25489682,40.50655042,40.12423053
5/6/2015,A,40.25489682,40.51622941,40.03228018
5/7/2015,A,40.4581555,40.50655042,39.98388526
5/8/2015,A,41.13568442,41.16472137,40.85499387
5/11/2015,A,41.25183223,41.45509091,41.02921559
5/12/2015,A,40.56462433,41.13568442,40.16778596
5/13/2015,A,40.46783448,41.02921559,40.37104464
5/14/2015,A,40.70013011,40.86960913,40.52590839
5/15/2015,A,40.69045113,40.90338879,40.64205621
5/18/2015,A,41.26151122,41.32926411,40.63237722
5/19/2015,A,41.00985762,41.45509091,40.16778596
5/20/2015,A,41.24215325,41.46264052,41.06793153
5/21/2015,A,40.9614627,41.35830106,40.84531488
5/22/2015,A,41.13568442,41.30022716,40.71948808
5/26/2015,A,40.7098091,41.26151122,40.63721671
5/27/2015,A,41.24215325,41.55188076,40.74852504
5/28/2015,A,40.40976058,41.3389431,40.02260119
5/29/2015,A,39.86773744,40.48719245,39.50961501
6/1/2015,A,39.60640486,40.10003307,39.53865197
6/2/2015,A,39.79030556,39.81934252,39.36443024
6/3/2015,A,39.78062658,40.03228018,39.62576283
6/4/2015,A,39.23860344,39.76126861,38.72561726
6/5/2015,A,39.0159868,39.36443024,38.90951797
6/8/2015,A,38.66754335,39.05470274,38.62882742
6/9/2015,A,38.83208609,39.03534477,38.55168591
6/10/2015,A,39.21924547,39.28699837,38.97727086
6/11/2015,A,39.22892446,39.29667735,38.99662883
6/12/2015,A,38.56107452,39.19020852,38.45944519
6/15/2015,A,38.25134702,38.35781585,37.99001443
6/16/2015,A,38.5126796,38.53203757,38.11584123
6/17/2015,A,38.32877889,38.52235859,38.05776733
6/18/2015,A,38.61914843,38.76917269,38.44492671
6/19/2015,A,38.22231006,38.65786437,38.22231006
6/22/2015,A,38.53203757,38.72561726,38.45460569
6/23/2015,A,38.32877889,38.66754335,38.15455717
6/24/2015,A,38.89983898,39.15149258,37.77223728
6/25/2015,A,38.7643332,39.21924547,38.11584123
6/26/2015,A,38.83208609,38.97763364,38.59435843
6/29/2015,A,37.59008034,38.61861635,37.59008034
6/30/2015,A,37.43482962,38.02672299,37.33779792
7/1/2015,A,38.09464518,38.12860627,37.59978351
7/2/2015,A,38.40514661,38.46336563,37.98791031
7/6/2015,A,38.19167688,38.48277197,37.91998812
7/7/2015,A,38.60891318,38.60891318,37.97422884
7/8/2015,A,37.59978351,38.30811491,37.56097083
7/9/2015,A,37.7647374,38.16256737,37.75503423
7/10/2015,A,38.23048956,38.26930224,37.99276189
7/13/2015,A,38.77386707,38.81267975,38.36633393
7/14/2015,A,39.28813508,39.45308897,38.70594488
7/15/2015,A,38.93882096,39.31724459,38.83208609
7/16/2015,A,39.14258753,39.23961923,38.92911779
7/17/2015,A,38.7641639,39.13288436,38.65742903
7/20/2015,A,38.87089877,38.93882096,38.7641639
